visit_id,user_id,visit_start_time,page_view,cart_add,purchase,campaign_name,impression,click,cart_products
698887,232,2020-02-10 05:22:57.569846,9,2,1,Half Off - Treat Your Shellf(ish),0,0,"Russian Caviar,Black Truffle"
7fd8e0,232,2020-02-10 10:09:28.026789,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
c93641,232,2020-01-17 05:02:34.621938,8,5,1,25% Off - Living The Lux Life,0,0,"Kingfish,Tuna,Russian Caviar,Lobster,Crab"
cb01db,232,2020-01-17 15:11:37.778784,10,9,0,25% Off - Living The Lux Life,1,1,"Salmon,Kingfish,Tuna,Russian Caviar,Black Truffle,Abalone,Lobster,Crab,Oyster"
e7b3b7,232,2020-02-12 22:50:42.596198,9,5,1,Half Off - Treat Your Shellf(ish),1,1,"Black Truffle,Abalone,Lobster,Crab,Oyster"
510f01,233,2020-01-06 04:45:18.281035,1,0,0,BOGOF - Fishing For Compliments,0,0,
719857,233,2020-01-24 17:02:43.410695,8,3,0,25% Off - Living The Lux Life,0,0,"Russian Caviar,Lobster,Oyster"
8be702,233,2020-01-14 03:01:52.342989,9,7,1,BOGOF - Fishing For Compliments,1,1,"Salmon,Kingfish,Black Truffle,Abalone,Lobster,Crab,Oyster"
987df1,233,2020-01-06 12:21:57.755987,8,3,1,BOGOF - Fishing For Compliments,0,0,"Tuna,Lobster,Oyster"
d01eb9,233,2020-01-14 15:35:05.535095,7,1,0,BOGOF - Fishing For Compliments,0,0,Tuna
ef6a0d,233,2020-01-24 09:28:30.195017,1,0,0,25% Off - Living The Lux Life,0,0,
053f59,234,2020-04-25 01:39:55.451214,6,4,0,,0,0,"Kingfish,Tuna,Russian Caviar,Crab"
15a895,234,2020-03-17 14:05:47.076043,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
36b396,234,2020-04-25 11:31:50.860777,4,1,0,,1,0,Tuna
60fe36,234,2020-03-17 13:07:03.739443,9,3,1,Half Off - Treat Your Shellf(ish),0,0,"Black Truffle,Abalone,Oyster"
6fe209,234,2020-04-12 22:17:04.482591,3,1,0,,0,0,Abalone
b5f366,234,2020-02-24 15:40:17.519488,8,1,1,Half Off - Treat Your Shellf(ish),0,0,Black Truffle
d672d9,234,2020-02-24 15:00:16.609562,8,4,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Tuna,Abalone"
fe1332,234,2020-04-12 21:19:58.394597,10,6,1,,1,1,"Salmon,Kingfish,Tuna,Black Truffle,Abalone,Crab"
050430,235,2020-01-20 17:03:50.520946,9,5,1,25% Off - Living The Lux Life,0,0,"Salmon,Tuna,Black Truffle,Abalone,Lobster"
709565,235,2020-01-20 12:55:27.485146,10,8,0,25% Off - Living The Lux Life,1,1,"Salmon,Kingfish,Tuna,Russian Caviar,Black Truffle,Abalone,Lobster,Crab"
32edd0,236,2020-02-21 04:12:52.614337,6,3,1,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Abalone,Oyster"
392bbf,236,2020-02-21 16:00:03.100099,8,3,0,Half Off - Treat Your Shellf(ish),0,0,"Russian Caviar,Crab,Oyster"
575a03,236,2020-03-21 19:14:08.30814,11,5,1,Half Off - Treat Your Shellf(ish),1,1,"Kingfish,Tuna,Russian Caviar,Lobster,Oyster"
5f7e06,236,2020-03-21 19:24:02.383111,6,3,1,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Abalone,Oyster"
d38486,236,2020-02-21 17:05:03.311738,8,3,1,Half Off - Treat Your Shellf(ish),1,0,"Russian Caviar,Black Truffle,Lobster"
eb0163,236,2020-02-21 15:09:04.330306,9,5,1,Half Off - Treat Your Shellf(ish),1,1,"Kingfish,Russian Caviar,Lobster,Crab,Oyster"
005fe7,237,2020-04-02 18:15:50.679617,9,4,1,,0,0,"Kingfish,Black Truffle,Crab,Oyster"
078ccf,237,2020-04-02 04:03:16.715366,5,3,0,,1,0,"Tuna,Black Truffle,Abalone"
1a4799,237,2020-03-18 14:17:15.623936,8,6,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Russian Caviar,Black Truffle,Abalone,Oyster"
49dcd8,237,2020-03-21 19:27:38.721743,6,3,1,Half Off - Treat Your Shellf(ish),1,1,"Tuna,Russian Caviar,Oyster"
4f9438,237,2020-02-27 13:56:11.674456,7,4,0,Half Off - Treat Your Shellf(ish),1,0,"Tuna,Black Truffle,Lobster,Crab"
7b5e22,237,2020-02-27 01:38:27.139952,3,0,0,Half Off - Treat Your Shellf(ish),0,0,
97d610,237,2020-03-18 20:12:06.314788,5,2,1,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Tuna"
aceaef,237,2020-03-21 13:55:03.376779,7,2,0,Half Off - Treat Your Shellf(ish),0,0,"Kingfish,Oyster"
345f59,238,2020-01-08 01:14:52.117586,6,2,0,BOGOF - Fishing For Compliments,1,0,"Abalone,Oyster"
3cd9a8,238,2020-01-08 04:36:24.519849,8,3,1,BOGOF - Fishing For Compliments,0,0,"Black Truffle,Abalone,Crab"
dd170d,238,2020-01-14 11:02:07.645229,9,6,1,BOGOF - Fishing For Compliments,1,1,"Tuna,Russian Caviar,Black Truffle,Lobster,Crab,Oyster"
f36371,238,2020-01-14 04:00:28.801081,7,2,1,BOGOF - Fishing For Compliments,0,0,"Kingfish,Black Truffle"
17cfff,239,2020-02-04 16:01:04.093822,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
2af4f1,239,2020-01-30 16:20:05.869395,10,7,1,,1,1,"Salmon,Kingfish,Tuna,Russian Caviar,Abalone,Lobster,Oyster"
384089,239,2020-01-30 02:02:56.813471,7,1,1,,0,0,Oyster
5244b7,239,2020-02-03 10:16:39.649128,4,1,1,Half Off - Treat Your Shellf(ish),0,0,Black Truffle
7f20ac,239,2020-02-04 00:53:58.93074,9,3,1,Half Off - Treat Your Shellf(ish),0,0,"Russian Caviar,Abalone,Crab"
fbca2d,239,2020-02-03 02:04:10.73547,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
2a83bf,240,2020-02-03 05:14:56.219345,9,7,1,Half Off - Treat Your Shellf(ish),1,1,"Kingfish,Tuna,Black Truffle,Abalone,Lobster,Crab,Oyster"
45f16e,240,2020-02-03 07:25:24.410947,2,0,0,Half Off - Treat Your Shellf(ish),0,0,
758810,240,2020-03-11 18:13:29.361349,6,1,0,Half Off - Treat Your Shellf(ish),0,0,Abalone
7eb296,240,2020-02-13 16:40:13.431793,9,4,1,Half Off - Treat Your Shellf(ish),0,0,"Kingfish,Russian Caviar,Black Truffle,Crab"
89d5db,240,2020-02-18 12:39:45.603584,9,3,1,Half Off - Treat Your Shellf(ish),0,0,"Tuna,Russian Caviar,Black Truffle"
bfc6bd,240,2020-02-13 09:47:17.059387,7,4,1,Half Off - Treat Your Shellf(ish),1,1,"Russian Caviar,Black Truffle,Lobster,Oyster"
c8c908,240,2020-02-18 13:54:52.550433,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
ff8015,240,2020-03-11 17:07:58.1661,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
1fb06e,241,2020-04-11 00:08:25.102327,7,3,0,,0,0,"Salmon,Crab,Oyster"
2fc09c,241,2020-04-11 22:27:14.038456,1,0,0,,0,0,
65c076,241,2020-03-13 14:08:01.963883,6,2,0,Half Off - Treat Your Shellf(ish),0,0,"Tuna,Russian Caviar"
95a1ba,241,2020-03-20 01:55:27.804571,2,0,0,Half Off - Treat Your Shellf(ish),0,0,
a42069,241,2020-03-13 17:26:05.009116,9,6,0,Half Off - Treat Your Shellf(ish),1,1,"Kingfish,Tuna,Russian Caviar,Abalone,Lobster,Crab"
ca33af,241,2020-02-14 14:44:20.695058,10,7,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Tuna,Russian Caviar,Black Truffle,Abalone,Oyster"
cb799f,241,2020-02-14 19:16:21.763933,6,2,1,Half Off - Treat Your Shellf(ish),0,0,"Lobster,Crab"
fd1396,241,2020-03-20 22:07:58.549435,11,8,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Tuna,Russian Caviar,Black Truffle,Abalone,Lobster,Oyster"
16f1ba,242,2020-02-28 15:33:09.176363,8,5,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Tuna,Russian Caviar,Lobster"
3d6f92,242,2020-01-31 18:23:53.916934,1,0,0,,0,0,
3fc96c,242,2020-03-03 19:23:03.376128,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
4d689d,242,2020-02-28 03:44:29.432525,9,4,1,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Tuna,Black Truffle,Oyster"
745c6c,242,2020-03-03 22:56:53.477974,6,2,0,Half Off - Treat Your Shellf(ish),0,0,"Tuna,Russian Caviar"
a31359,242,2020-02-05 18:23:28.557798,7,1,1,Half Off - Treat Your Shellf(ish),0,0,Russian Caviar
accb46,242,2020-01-31 17:44:38.637555,6,2,1,,0,0,"Black Truffle,Oyster"
accde6,242,2020-01-03 08:05:03.16508,9,4,1,BOGOF - Fishing For Compliments,0,0,"Salmon,Kingfish,Abalone,Lobster"
c5923e,242,2020-02-05 02:35:55.588217,10,5,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Russian Caviar,Abalone,Lobster"
eb6deb,242,2020-01-03 14:57:31.408577,1,0,0,BOGOF - Fishing For Compliments,0,0,
002809,243,2020-03-13 17:49:55.45987,4,0,0,Half Off - Treat Your Shellf(ish),0,0,
5f37ee,243,2020-02-27 18:38:23.447485,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
6c89c9,243,2020-02-19 12:55:22.270002,7,2,0,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Tuna"
6e4bed,243,2020-02-27 04:15:23.931036,7,3,1,Half Off - Treat Your Shellf(ish),0,0,"Russian Caviar,Lobster,Oyster"
969ecc,243,2020-02-19 20:04:53.857109,9,5,1,Half Off - Treat Your Shellf(ish),1,1,"Tuna,Russian Caviar,Black Truffle,Lobster,Crab"
bd50ed,243,2020-01-21 21:01:25.177064,8,5,0,25% Off - Living The Lux Life,0,0,"Salmon,Black Truffle,Abalone,Lobster,Oyster"
ca40a9,243,2020-03-13 17:34:26.023741,6,2,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Abalone"
f71d43,243,2020-01-21 04:27:49.551598,1,0,0,25% Off - Living The Lux Life,0,0,
087317,244,2020-03-04 15:23:02.274972,7,1,1,Half Off - Treat Your Shellf(ish),0,0,Tuna
178f7f,244,2020-03-13 21:24:32.704442,8,3,0,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Kingfish,Lobster"
3674a1,244,2020-02-12 11:25:42.455936,10,6,1,Half Off - Treat Your Shellf(ish),1,1,"Russian Caviar,Black Truffle,Abalone,Lobster,Crab,Oyster"
39a9b0,244,2020-02-04 15:11:57.057164,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
413c81,244,2020-03-13 02:58:10.346441,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
4bb907,244,2020-01-22 12:28:35.46314,1,0,0,25% Off - Living The Lux Life,0,0,
4fa05d,244,2020-03-04 09:03:53.391766,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
a076bb,244,2020-02-04 13:57:06.371354,10,5,1,Half Off - Treat Your Shellf(ish),0,0,"Kingfish,Tuna,Black Truffle,Abalone,Lobster"
c16000,244,2020-01-22 23:47:30.875333,9,4,1,25% Off - Living The Lux Life,0,0,"Kingfish,Tuna,Lobster,Oyster"
ef4674,244,2020-02-12 03:52:27.958688,7,2,1,Half Off - Treat Your Shellf(ish),0,0,"Kingfish,Lobster"
1905db,245,2020-01-30 04:04:32.62713,1,0,0,,0,0,
444cc6,245,2020-02-22 21:20:20.10864,5,1,0,Half Off - Treat Your Shellf(ish),0,0,Crab
5b0b5c,245,2020-01-05 23:18:17.592595,8,5,1,BOGOF - Fishing For Compliments,1,1,"Kingfish,Tuna,Abalone,Lobster,Oyster"
8892a7,245,2020-01-02 05:35:21.477509,6,1,1,BOGOF - Fishing For Compliments,0,0,Kingfish
8f08be,245,2020-01-30 19:18:38.598953,8,4,1,,0,0,"Kingfish,Russian Caviar,Black Truffle,Lobster"
cc8ee9,245,2020-01-17 06:49:41.783383,9,2,1,25% Off - Living The Lux Life,0,0,"Lobster,Crab"
d599df,245,2020-01-02 00:12:24.111784,1,0,0,BOGOF - Fishing For Compliments,0,0,
d8a059,245,2020-01-05 12:28:43.634638,9,4,1,BOGOF - Fishing For Compliments,0,0,"Kingfish,Russian Caviar,Black Truffle,Oyster"
ee90f7,245,2020-01-17 15:54:20.113825,1,0,0,25% Off - Living The Lux Life,0,0,
f2d3e5,245,2020-02-22 23:16:29.812668,8,5,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Black Truffle,Abalone,Crab"
26addc,246,2020-03-03 06:59:18.787353,4,0,0,Half Off - Treat Your Shellf(ish),0,0,
4fb23b,246,2020-03-03 17:13:06.849105,9,6,1,Half Off - Treat Your Shellf(ish),1,1,"Kingfish,Russian Caviar,Black Truffle,Abalone,Lobster,Crab"
a93b4b,246,2020-02-09 08:10:14.080496,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
be00b7,246,2020-03-01 10:16:07.011117,6,3,0,Half Off - Treat Your Shellf(ish),1,0,"Kingfish,Abalone,Crab"
d8da04,246,2020-03-01 15:51:05.399652,9,3,1,Half Off - Treat Your Shellf(ish),0,0,"Russian Caviar,Lobster,Crab"
fd4d29,246,2020-02-09 03:46:42.479054,9,4,1,Half Off - Treat Your Shellf(ish),0,0,"Russian Caviar,Abalone,Lobster,Crab"
194a9f,247,2020-01-22 04:55:19.53384,8,4,1,25% Off - Living The Lux Life,0,0,"Salmon,Tuna,Russian Caviar,Black Truffle"
29d468,247,2020-04-26 04:58:16.804964,1,0,0,,0,0,
4413ba,247,2020-02-06 22:11:52.012229,10,6,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Abalone,Lobster,Crab,Oyster"
47ce53,247,2020-03-30 10:31:54.109144,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
6c646c,247,2020-03-04 11:37:42.560966,8,5,1,Half Off - Treat Your Shellf(ish),0,0,"Kingfish,Tuna,Black Truffle,Lobster,Oyster"
918d28,247,2020-02-06 09:56:56.33427,4,0,0,Half Off - Treat Your Shellf(ish),0,0,
b38f45,247,2020-01-19 16:37:22.489359,7,1,1,25% Off - Living The Lux Life,0,0,Salmon
b4be0c,247,2020-03-30 14:12:57.724796,9,3,1,Half Off - Treat Your Shellf(ish),0,0,"Russian Caviar,Black Truffle,Crab"
b9ef71,247,2020-04-26 11:59:29.265325,7,0,0,,0,0,
bbff06,247,2020-01-19 00:23:51.410857,4,1,1,25% Off - Living The Lux Life,1,0,Crab
d02fc0,247,2020-03-04 23:27:26.509444,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
dd4d9b,247,2020-01-22 12:56:40.690862,1,0,0,25% Off - Living The Lux Life,0,0,
1950b6,248,2020-02-04 22:28:23.348584,9,6,1,Half Off - Treat Your Shellf(ish),1,1,"Kingfish,Tuna,Russian Caviar,Abalone,Lobster,Crab"
1e8e85,248,2020-02-04 02:37:00.621269,9,4,1,Half Off - Treat Your Shellf(ish),0,0,"Kingfish,Lobster,Crab,Oyster"
2ec9d5,248,2020-02-04 01:14:39.14586,6,4,1,Half Off - Treat Your Shellf(ish),1,0,"Salmon,Russian Caviar,Lobster,Crab"
3e9aab,248,2020-03-12 11:32:27.037148,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
57d437,248,2020-03-12 06:15:38.647797,7,4,1,Half Off - Treat Your Shellf(ish),0,0,"Tuna,Russian Caviar,Abalone,Crab"
90e7b0,248,2020-02-12 05:15:09.809474,7,4,0,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Kingfish,Tuna,Oyster"
cf9068,248,2020-02-04 19:08:40.192662,7,5,0,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Kingfish,Black Truffle,Lobster,Oyster"
f21102,248,2020-02-12 05:52:04.670774,8,3,0,Half Off - Treat Your Shellf(ish),1,0,"Russian Caviar,Lobster,Crab"
0d8645,249,2020-01-28 12:53:52.09971,1,0,0,25% Off - Living The Lux Life,0,0,
4dcd5b,249,2020-01-28 13:41:58.297203,5,1,1,25% Off - Living The Lux Life,0,0,Russian Caviar
5815e7,249,2020-01-28 20:06:48.975691,10,4,0,25% Off - Living The Lux Life,0,0,"Tuna,Lobster,Crab,Oyster"
f1b4e8,249,2020-01-28 01:37:06.176654,7,4,0,25% Off - Living The Lux Life,1,0,"Tuna,Black Truffle,Abalone,Lobster"
2831ad,250,2020-03-02 23:44:16.873829,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
7d26cb,250,2020-02-07 05:37:22.163265,6,3,1,Half Off - Treat Your Shellf(ish),0,0,"Russian Caviar,Abalone,Lobster"
87ab7c,250,2020-02-23 21:01:11.446634,7,2,1,Half Off - Treat Your Shellf(ish),0,0,"Black Truffle,Abalone"
afb119,250,2020-02-23 20:33:29.232215,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
b843f1,250,2020-02-07 23:43:22.820785,3,0,0,Half Off - Treat Your Shellf(ish),1,0,
ee3315,250,2020-03-02 06:45:12.700903,6,2,1,Half Off - Treat Your Shellf(ish),0,0,"Lobster,Oyster"
480299,251,2020-02-04 00:18:55.559508,7,1,1,Half Off - Treat Your Shellf(ish),0,0,Tuna
541eb9,251,2020-02-28 04:50:14.691109,6,1,1,Half Off - Treat Your Shellf(ish),0,0,Salmon
5b2817,251,2020-03-27 09:24:12.096996,7,5,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Tuna,Black Truffle,Lobster"
b9f638,251,2020-02-28 14:22:14.174746,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
bbe941,251,2020-03-27 02:45:26.27687,7,3,1,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Lobster,Oyster"
f8be61,251,2020-02-04 00:02:07.213284,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
006e8c,252,2020-02-21 03:14:44.965938,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
025883,252,2020-01-30 16:18:34.334202,7,3,1,,0,0,"Salmon,Abalone,Crab"
13d77e,252,2020-02-02 15:33:31.208447,8,2,1,Half Off - Treat Your Shellf(ish),1,0,"Black Truffle,Lobster"
142d53,252,2020-01-30 09:54:05.419339,1,0,0,,0,0,
88fd2d,252,2020-01-13 21:40:06.522757,8,3,0,BOGOF - Fishing For Compliments,0,0,"Tuna,Black Truffle,Abalone"
8f5fcc,252,2020-02-02 11:58:18.89451,5,2,1,Half Off - Treat Your Shellf(ish),0,0,"Russian Caviar,Lobster"
d83e4a,252,2020-01-13 13:41:28.692983,11,8,1,BOGOF - Fishing For Compliments,1,1,"Salmon,Kingfish,Tuna,Russian Caviar,Black Truffle,Abalone,Lobster,Crab"
e7c62a,252,2020-02-21 08:53:50.834805,4,1,1,Half Off - Treat Your Shellf(ish),0,0,Crab
191720,253,2020-03-14 18:27:35.800445,7,2,1,Half Off - Treat Your Shellf(ish),0,0,"Russian Caviar,Crab"
1cb2ae,253,2020-02-18 18:22:38.757509,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
263120,253,2020-02-11 13:57:17.422445,7,2,1,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Black Truffle"
32f5da,253,2020-02-11 08:11:10.60249,9,7,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Tuna,Russian Caviar,Black Truffle,Lobster,Crab,Oyster"
3a616a,253,2020-03-14 06:32:11.88007,10,5,1,Half Off - Treat Your Shellf(ish),1,1,"Tuna,Black Truffle,Abalone,Lobster,Crab"
5aabb3,253,2020-02-18 19:28:35.360544,8,3,1,Half Off - Treat Your Shellf(ish),0,0,"Kingfish,Tuna,Crab"
9117d4,253,2020-03-30 20:03:38.895981,9,1,1,Half Off - Treat Your Shellf(ish),0,0,Lobster
b12154,253,2020-03-30 17:39:27.365007,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
1c0a41,254,2020-03-16 22:43:06.956152,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
22d173,254,2020-03-10 13:00:27.78366,7,2,1,Half Off - Treat Your Shellf(ish),0,0,"Black Truffle,Abalone"
44033b,254,2020-02-24 05:10:09.46764,6,2,0,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Russian Caviar"
452852,254,2020-02-24 19:03:32.268186,4,2,1,Half Off - Treat Your Shellf(ish),1,0,"Salmon,Crab"
a16b5c,254,2020-03-24 14:29:53.27229,9,6,1,Half Off - Treat Your Shellf(ish),1,1,"Kingfish,Black Truffle,Abalone,Lobster,Crab,Oyster"
d6192c,254,2020-03-10 11:59:34.518928,6,2,0,Half Off - Treat Your Shellf(ish),1,0,"Lobster,Oyster"
de3934,254,2020-03-16 20:10:50.345678,4,1,0,Half Off - Treat Your Shellf(ish),0,0,Kingfish
e6d4b9,254,2020-03-24 09:37:53.239952,4,1,0,Half Off - Treat Your Shellf(ish),0,0,Oyster
14ba49,255,2020-01-05 19:25:04.472538,7,3,1,BOGOF - Fishing For Compliments,0,0,"Kingfish,Lobster,Oyster"
5bcd97,255,2020-01-10 06:24:46.34131,10,5,1,BOGOF - Fishing For Compliments,1,1,"Kingfish,Russian Caviar,Black Truffle,Abalone,Oyster"
a8749f,255,2020-01-05 04:50:44.160245,1,0,0,BOGOF - Fishing For Compliments,0,0,
f9cfa3,255,2020-01-10 17:36:29.821473,8,1,1,BOGOF - Fishing For Compliments,0,0,Oyster
05f9ac,256,2020-02-29 15:22:35.007641,4,0,0,Half Off - Treat Your Shellf(ish),0,0,
0dee2c,256,2020-02-27 03:12:42.482355,7,3,0,Half Off - Treat Your Shellf(ish),0,0,"Russian Caviar,Abalone,Oyster"
42ab8e,256,2020-02-27 12:28:54.763453,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
58629d,256,2020-02-26 10:24:16.835022,10,7,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Tuna,Russian Caviar,Black Truffle,Abalone,Crab"
6d6c66,256,2020-02-29 22:13:12.308633,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
ff170a,256,2020-02-26 16:53:57.790468,8,3,1,Half Off - Treat Your Shellf(ish),0,0,"Kingfish,Black Truffle,Lobster"
46b475,257,2020-02-17 02:39:46.92817,9,5,1,Half Off - Treat Your Shellf(ish),1,1,"Kingfish,Tuna,Russian Caviar,Abalone,Lobster"
538da5,257,2020-03-18 03:43:04.292674,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
7ac2ad,257,2020-02-01 23:51:25.020812,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
845499,257,2020-02-20 21:05:40.404426,9,6,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Russian Caviar,Lobster,Crab,Oyster"
8f835a,257,2020-03-18 03:27:34.214463,5,1,1,Half Off - Treat Your Shellf(ish),0,0,Kingfish
9b7c6a,257,2020-03-19 19:35:16.537914,5,0,0,Half Off - Treat Your Shellf(ish),0,0,
a7e172,257,2020-02-01 11:52:37.5021,6,2,0,Half Off - Treat Your Shellf(ish),0,0,"Kingfish,Abalone"
ade081,257,2020-03-19 21:31:58.234004,9,4,1,Half Off - Treat Your Shellf(ish),1,1,"Kingfish,Tuna,Russian Caviar,Abalone"
dd0bc2,257,2020-02-20 14:12:02.101985,8,2,1,Half Off - Treat Your Shellf(ish),0,0,"Kingfish,Crab"
e5e722,257,2020-02-17 00:43:31.84175,7,3,1,Half Off - Treat Your Shellf(ish),0,0,"Kingfish,Abalone,Crab"
242883,258,2020-03-21 16:49:37.527901,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
2ae01a,258,2020-02-23 22:04:29.200191,10,7,1,Half Off - Treat Your Shellf(ish),1,1,"Tuna,Russian Caviar,Black Truffle,Abalone,Lobster,Crab,Oyster"
2db7ca,258,2020-02-14 00:26:52.673142,6,1,1,Half Off - Treat Your Shellf(ish),0,0,Lobster
3b269d,258,2020-04-02 12:14:40.470024,1,0,0,,0,0,
53a68f,258,2020-03-21 20:07:27.005927,6,2,0,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Crab"
c7f457,258,2020-02-14 08:51:56.985364,10,4,1,Half Off - Treat Your Shellf(ish),1,1,"Kingfish,Tuna,Black Truffle,Crab"
db7b21,258,2020-02-23 21:32:05.860572,8,2,1,Half Off - Treat Your Shellf(ish),0,0,"Russian Caviar,Crab"
eb5d77,258,2020-04-02 07:26:59.920197,9,5,1,,0,0,"Kingfish,Abalone,Lobster,Crab,Oyster"
257dad,259,2020-01-31 15:44:28.016961,8,1,1,,0,0,Crab
4bcaeb,259,2020-01-27 01:03:30.482349,6,2,0,25% Off - Living The Lux Life,0,0,"Black Truffle,Abalone"
85102d,259,2020-01-27 03:25:13.163162,9,5,1,25% Off - Living The Lux Life,1,1,"Kingfish,Tuna,Russian Caviar,Abalone,Oyster"
b6120e,259,2020-01-31 17:18:40.724847,1,0,0,,0,0,
61410f,260,2020-01-08 17:01:10.756067,9,6,1,BOGOF - Fishing For Compliments,1,1,"Salmon,Kingfish,Tuna,Russian Caviar,Abalone,Oyster"
719fd3,260,2020-03-02 00:29:09.975502,6,3,1,Half Off - Treat Your Shellf(ish),1,0,"Tuna,Russian Caviar,Lobster"
767abf,260,2020-02-05 12:28:21.444674,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
87eb89,260,2020-02-05 02:29:48.258283,9,3,0,Half Off - Treat Your Shellf(ish),0,0,"Russian Caviar,Abalone,Crab"
c8c700,260,2020-01-08 13:02:30.09438,5,1,0,BOGOF - Fishing For Compliments,0,0,Salmon
fc2d0c,260,2020-03-02 04:20:58.193917,7,0,0,Half Off - Treat Your Shellf(ish),0,0,
068c23,261,2020-04-29 00:56:36.788004,10,4,1,,1,1,"Kingfish,Tuna,Russian Caviar,Crab"
179c2f,261,2020-02-13 14:50:48.243964,11,6,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Black Truffle,Abalone,Crab,Oyster"
1869be,261,2020-02-13 18:52:03.826248,7,3,0,Half Off - Treat Your Shellf(ish),0,0,"Russian Caviar,Black Truffle,Lobster"
248363,261,2020-04-03 18:13:25.474364,10,6,1,,1,1,"Salmon,Kingfish,Tuna,Black Truffle,Lobster,Crab"
434fa2,261,2020-03-13 16:46:14.739486,4,1,0,Half Off - Treat Your Shellf(ish),0,0,Oyster
5b67e4,261,2020-05-11 16:37:04.014911,7,1,0,,0,0,Lobster
774229,261,2020-03-10 11:29:52.178584,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
86d893,261,2020-03-13 01:06:40.819529,10,7,1,Half Off - Treat Your Shellf(ish),1,1,"Kingfish,Russian Caviar,Black Truffle,Abalone,Lobster,Crab,Oyster"
957600,261,2020-03-10 23:44:03.047193,9,3,1,Half Off - Treat Your Shellf(ish),0,0,"Tuna,Lobster,Crab"
a305e2,261,2020-04-29 09:57:12.547093,7,1,1,,0,0,Black Truffle
ab2955,261,2020-04-03 14:58:45.116773,8,2,1,,0,0,"Abalone,Oyster"
edc703,261,2020-05-11 16:11:52.491462,1,0,0,,0,0,
2f7216,262,2020-02-03 02:03:14.096827,7,4,0,Half Off - Treat Your Shellf(ish),0,0,"Russian Caviar,Black Truffle,Abalone,Lobster"
6422ef,262,2020-01-31 09:48:34.674741,10,4,0,,0,0,"Kingfish,Tuna,Abalone,Lobster"
7a6ae8,262,2020-01-31 01:14:32.882127,8,1,1,,1,0,Black Truffle
7bce6d,262,2020-02-03 04:54:43.359096,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
